defName,label,mod,bodySize,status,cluster,hue,sat,val,aspect,spiky
Worm,worm,Beasts of the Rim (Continued),1,foreign,3,0.9476,0.363,0.216,0.991,2.307
Worrt,worrt,Star Wars Animal Collection (Continued),0.6000000238418579,ours,14,0.0659,0.443,0.507,1.16,1.224
Wraid,wraid,Star Wars Animal Collection (Continued),3,ours,14,0.0762,0.645,0.566,1.229,1.156
Wyyyschokk,wyyyschokk,Star Wars Animal Collection (Continued),3,ours,9,0.3669,0.306,0.482,1.275,1.994
Yak,yak,Core,2.0999999046325684,foreign,4,0.0655,0.125,0.249,0.595,1.055
Yippa,yippa,Beasts of the Rim (Continued),0.8999999761581421,foreign,5,0.0905,0.646,0.573,0.403,1.465
Yobshrimp,yobshrimp,Star Wars Animal Collection (Continued),0.4000000059604645,foreign,6,0.7699,0.36,0.336,0.819,1.911
YorkshireTerrier,yorkshire terrier,Core,0.3199999928474426,dormant,5,0.1275,0.416,0.296,0.467,1.224
Zakkeg,zakkeg,Star Wars Animal Collection (Continued),5,ours,4,0.0471,0.322,0.175,0.798,1.104
Zarander,zarander,Beasts of the Rim (Continued),0.800000011920929,foreign,15,0.0559,0.518,0.415,0.393,1.187
Zebra,zebra,Beasts of the Rim (Continued),0.8999999761581421,dormant,2,0.0,0.0,0.333,0.508,1.409
Zeer,zeer,Star Wars Animal Collection (Continued),3,ours,15,0.0656,0.341,0.434,0.468,1.377
Zygolophodon,zygolophodon,Megafauna,5.300000190734863,foreign,4,0.0635,0.1,0.452,0.489,1.49
