tile,lat,lon,arc,bearing,elev_m,temp_c,rain_mm,biome,water,river_flow,region
6281,-37.8103,17.4311,41.08,291.11,12,50.5,18,Desert,0,0,
6282,-38.3598,22.7917,43.71,296.08,12,48.8,18,Desert,0,0,
6283,-36.8017,20.3241,41.33,294.9,12,50.4,18,Desert,0,0,
6284,-28.8348,21.193,35.24,303.29,12,54.4,18,ExtremeDesert,0,0,The Dune Sea
6285,-29.9608,18.6172,34.81,298.98,12,54.7,18,ExtremeDesert,0,0,The Dune Sea
6286,-34.1438,20.6995,39.27,297.53,12,51.8,18,ExtremeDesert,0,0,The Dune Sea
6287,-32.5863,18.3393,36.89,296.21,12,53.3,18,ExtremeDesert,0,0,The Dune Sea
6288,-33.0117,23.3755,39.67,301.41,12,51.5,18,ExtremeDesert,0,0,The Dune Sea
6289,-30.3365,23.5729,37.72,304.35,12,52.8,18,ExtremeDesert,0,0,The Dune Sea
6290,-25.8463,16.4594,30.34,300.32,251,56.4,21,ExtremeDesert,0,0,The Dune Sea
6291,-24.362,14.1056,27.93,298.29,243,57.5,18,ExtremeDesert,0,0,The Dune Sea
6292,-28.4378,16.2693,32.42,297.35,12,56.3,18,ExtremeDesert,0,0,The Dune Sea
6293,-29.4641,13.7315,32.24,292.79,12,56.4,18,ExtremeDesert,0,0,The Dune Sea
6294,-27.9041,11.4816,30.0,290.6,12,57.9,18,ExtremeDesert,0,0,The Dune Sea
6295,-25.3936,11.6606,27.78,293.06,101,58.3,18,ExtremeDesert,0,0,The Dune Sea
6296,-29.1416,26.1018,38.34,308.28,12,52.4,18,ExtremeDesert,0,0,The Dune Sea
6297,-26.4626,26.1608,36.53,311.53,12,53.6,18,ExtremeDesert,0,0,The Dune Sea
6298,-29.2879,31.0929,41.68,312.64,12,50.1,18,Desert,0,0,
6299,-30.5807,28.5715,40.88,308.98,12,50.7,18,ExtremeDesert,0,0,
6300,-26.6127,31.0171,39.98,315.8,12,51.3,18,ExtremeDesert,0,0,The Dune Sea
6301,-25.2234,28.5565,37.38,315.42,12,53.0,18,ExtremeDesert,0,0,The Dune Sea
6302,-22.5563,28.4928,35.74,318.95,12,54.1,19,ExtremeDesert,0,0,The Dune Sea
6303,-21.1522,26.1005,33.12,318.67,244,54.6,21,ExtremeDesert,0,0,The Dune Sea
6304,-21.2847,30.7802,36.82,322.72,12,53.4,19,ExtremeDesert,0,0,The Dune Sea
6305,-18.639,30.6172,35.37,326.48,195,53.3,24,ExtremeDesert,0,0,The Dune Sea
6306,-17.2775,28.2268,32.72,326.67,268,54.7,19,ExtremeDesert,0,0,The Dune Sea
6307,-18.5277,25.9836,31.53,322.59,254,55.6,18,ExtremeDesert,0,0,The Dune Sea
6308,-17.15,23.5833,28.87,322.36,153,57.6,18,ExtremeDesert,0,0,The Dune Sea
6309,-18.3575,21.3006,27.84,317.59,246,57.5,18,ExtremeDesert,0,0,The Dune Sea
6310,-13.1672,21.1005,24.71,326.98,80,59.7,18,ExtremeDesert,0,0,The Dune Sea
6311,-14.5397,23.4672,27.39,326.92,186,58.0,18,ExtremeDesert,0,0,The Dune Sea
6312,-14.3906,18.8101,23.52,321.49,124,59.9,18,ExtremeDesert,0,0,The Dune Sea
6313,-16.9694,18.8948,25.19,316.7,257,58.5,18,ExtremeDesert,0,0,The Dune Sea
6314,-18.1345,16.5751,24.38,311.06,224,59.0,18,ExtremeDesert,0,0,The Dune Sea
6315,-20.6909,16.61,26.3,307.12,324,57.7,19,ExtremeDesert,0,0,The Dune Sea
6316,-21.8103,14.1987,25.83,301.51,249,58.3,18,ExtremeDesert,0,0,The Dune Sea
6317,-20.3636,11.8362,23.43,298.93,225,59.4,18,ExtremeDesert,0,0,The Dune Sea
6318,-16.7351,14.1783,21.8,309.17,171,60.3,18,ExtremeDesert,0,0,The Dune Sea
6319,-17.8517,11.8353,21.31,302.49,269,60.0,18,ExtremeDesert,0,0,The Dune Sea
6320,-42.0646,-19.27,45.51,249.91,12,47.6,19,AB_FeraliskInfestedJungle,0,0,
6321,-40.3967,-16.7747,43.18,251.27,32,49.0,25,AB_FeraliskInfestedJungle,0,0,
6322,-36.8017,-20.3241,41.33,245.1,83,50.0,36,AB_FeraliskInfestedJungle,0,0,
6323,-37.8103,-17.4311,41.08,248.89,12,50.5,19,AB_FeraliskInfestedJungle,0,0,
6324,-38.3598,-22.7917,43.71,243.92,132,48.1,30,AB_FeraliskInfestedJungle,0,0,
6325,-41.0223,-22.3901,45.77,246.35,88,47.0,36,AB_FeraliskInfestedJungle,0,0,
6326,-43.7027,-12.5921,45.13,257.15,106,47.3,19,Desert,0,0,
6327,-44.2815,-9.0719,45.01,260.82,140,47.2,19,ExtremeDesert,0,0,
6328,-41.2094,-13.5763,43.01,254.99,12,49.3,18,Desert,0,0,
6329,-39.4555,-11.3398,40.8,256.56,12,50.7,18,AB_FeraliskInfestedJungle,0,0,
6330,-40.0818,-8.1693,40.77,260.42,12,50.8,18,Desert,0,0,
6331,-42.4108,-6.9052,42.86,262.5,75,49.0,19,Desert,0,0,
6332,-48.5618,-10.0968,49.34,261.2,253,43.7,31,ZBiome_Badlands,0,0,
6333,-50.909,-8.5292,51.42,263.13,150,42.9,20,ZBiome_Badlands,0,0,
6334,-46.6444,-7.6932,47.13,262.8,283,45.0,21,ZBiome_Badlands,0,0,
6335,-46.957,-3.8679,47.08,266.4,220,45.4,20,Desert,0,0,
6336,-49.1541,-2.0462,49.19,268.23,221,44.0,39,Desert,0,0,
6337,-51.2009,-4.2882,51.33,266.56,248,42.4,51,Desert,0,0,
6338,-52.2178,-15.4483,53.81,258.33,165,41.2,46,ZBiome_Badlands,0,0,
6339,-53.9392,-18.4363,56.05,257.03,71,40.2,76,ZBiome_Badlands,0,0,
6340,-52.8127,-11.1529,53.63,261.65,165,41.3,63,ZBiome_Badlands,0,0,
6341,-55.1879,-9.4402,55.73,263.49,12,40.8,20,Desert,0,0,
6342,-57.1081,-12.422,57.97,262.08,12,39.3,21,Desert,0,0,
6343,-56.4475,-17.1584,58.12,258.93,12,39.2,21,Desert,0,0,
6344,-50.4527,-23.4736,54.27,251.79,202,40.7,83,ZBiome_Badlands,0,0,
6345,-49.3111,-27.1466,54.54,248.58,77,41.2,43,ZBiome_DesertOasis,0,0,
6346,-53.0294,-22.6531,56.29,253.83,24,40.3,34,ZBiome_Badlands,0,0,
6347,-54.5446,-25.9639,58.57,252.68,12,38.9,21,Desert,0,0,
6348,-53.3342,-29.9711,58.85,249.6,12,38.7,21,ZBiome_DesertOasis,0,0,
6349,-50.6941,-30.3385,56.86,247.53,12,40.0,20,AB_FeraliskInfestedJungle,0,0,
6350,-42.538,-25.0561,48.13,245.22,12,45.8,20,AB_FeraliskInfestedJungle,0,1791,
6351,-45.2014,-24.6502,50.18,247.5,115,43.9,41,AB_FeraliskInfestedJungle,0,0,
6352,-46.6573,-27.5492,52.52,246.42,59,42.7,25,AB_FeraliskInfestedJungle,0,0,
6353,-45.3722,-30.826,52.9,243.17,69,42.4,30,AB_FeraliskInfestedJungle,0,0,
6354,-42.6984,-30.9762,50.94,240.85,61,43.7,20,AB_FeraliskInfestedJungle,0,0,
6355,-41.3154,-28.1107,48.51,241.81,66,45.3,26,AB_FeraliskInfestedJungle,0,0,
6356,-13.7292,4.7067,14.5,288.57,143,63.4,18,ExtremeDesert,0,0,The Anvil
6357,-16.2394,4.7222,16.89,285.78,236,61.9,18,AB_FeraliskInfestedJungle,0,0,The Anvil
6358,-16.4518,9.4487,18.91,299.07,366,60.4,18,ExtremeDesert,0,0,The Anvil
6359,-17.5746,7.0985,18.91,291.31,289,60.8,18,ExtremeDesert,0,0,The Anvil
6360,-13.952,9.4157,16.78,303.36,332,61.5,18,ExtremeDesert,0,0,The Anvil
6361,-12.5772,7.051,14.39,298.82,204,63.1,18,ExtremeDesert,0,0,The Anvil
6362,-16.1639,0.0,16.16,270.0,400,61.3,19,ExtremeDesert,0,0,The Anvil
6363,-17.4362,-2.3654,17.59,262.51,1151,56.6,21,ExtremeDesert,0,0,The Anvil
6364,-17.4362,2.3654,17.59,277.49,281,61.4,18,AB_FeraliskInfestedJungle,0,0,The Anvil
6365,-19.882,2.3749,20.02,276.54,152,61.2,18,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6366,-21.0566,0.0,21.06,270.0,363,59.6,22,ExtremeDesert,0,0,The Dune Sea
6367,-19.882,-2.3749,20.02,263.46,1078,56.1,63,ExtremeDesert,0,0,The Dune Sea
6368,-13.7292,-4.7067,14.5,251.43,517,61.4,27,ExtremeDesert,0,0,The Anvil
6369,-12.5772,-7.051,14.39,241.18,270,62.8,53,AB_FeraliskInfestedJungle,0,0,The Anvil
6370,-16.2394,-4.7222,16.89,254.22,1096,57.2,23,ExtremeDesert,0,0,The Anvil
6371,-17.5746,-7.0985,18.91,248.69,1360,55.0,302,ExtremeDesert,0,0,The Anvil
6372,-16.4518,-9.4487,18.91,240.93,1056,56.6,506,ExtremeDesert,0,0,The Anvil
6373,-13.952,-9.4157,16.78,236.64,403,61.1,99,ExtremeDesert,0,0,The Anvil
6374,-8.7313,-4.6871,9.9,241.98,446,63.6,79,AB_FeraliskInfestedJungle,0,0,The Anvil
6375,-6.2448,-4.682,7.8,233.28,424,64.6,69,ExtremeDesert,0,0,The Anvil
6376,-10.0778,-7.0357,12.27,235.43,441,62.7,220,AB_FeraliskInfestedJungle,0,0,The Anvil
6377,-8.9127,-9.37,12.9,223.93,179,63.9,164,AB_FeraliskInfestedJungle,0,80,The Anvil
6378,-6.3743,-9.3567,11.31,214.49,365,63.5,613,AB_FeraliskInfestedJungle,0,0,The Anvil
6379,-5.0518,-7.0181,8.64,215.89,704,62.7,287,ExtremeDesert,0,0,The Anvil
6380,-10.0778,7.0357,12.27,304.57,347,63.2,18,ExtremeDesert,0,0,The Anvil
6381,-8.7313,4.6871,9.9,298.02,363,64.0,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6382,-6.3743,9.3567,11.31,325.51,294,63.9,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6383,-8.9127,9.37,12.9,316.07,264,63.4,18,ExtremeDesert,0,0,The Anvil
6384,-5.0518,7.0181,8.64,324.11,544,63.6,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6385,-6.2448,4.682,7.8,306.72,660,63.2,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6386,-4.9453,2.3406,5.47,295.27,736,63.8,19,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6387,-6.1595,0.0,6.16,270.0,649,64.0,25,ExtremeDesert,0,0,The Anvil
6388,-4.9453,-2.3406,5.47,244.73,771,63.6,64,ExtremeDesert,0,0,The Anvil
6389,-2.4718,-2.3403,3.4,226.59,1115,62.5,67,ExtremeDesert,0,0,The Anvil
6390,-2.4718,2.3403,3.4,313.41,1056,62.8,19,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6391,-1.2254,0.0,1.23,270.0,1471,61.4,35,ExtremeDesert,0,0,The Anvil
6392,43.7027,-12.5921,45.13,102.85,80,47.5,25,Desert,0,0,
6393,41.2094,-13.5763,43.01,105.01,136,48.6,34,Desert,0,0,
6394,40.0818,-8.1693,40.77,99.58,12,50.8,18,Desert,0,0,
6395,39.4555,-11.3398,40.8,103.44,18,50.7,19,Desert,0,0,
6396,42.4107,-6.9052,42.86,97.5,12,49.4,18,Desert,0,0,
6397,44.2815,-9.0719,45.01,99.18,12,47.9,19,Desert,0,0,
6398,46.6444,-7.6932,47.13,97.2,12,46.5,19,Desert,0,0,
6399,48.5618,-10.0968,49.34,98.8,52,44.8,36,Desert,0,0,
6400,46.957,-3.8679,47.08,93.6,12,46.5,19,Desert,0,0,
6401,49.1541,-2.0462,49.19,91.77,12,45.1,19,Desert,0,0,
6402,51.2009,-4.2882,51.33,93.44,12,43.7,19,Desert,0,0,
6403,50.909,-8.5292,51.42,96.87,12,43.7,19,Desert,0,0,
6404,50.4527,-23.4736,54.27,108.21,435,39.4,52,Desert,0,0,
6405,53.0294,-22.6531,56.29,106.17,255,39.1,58,Desert,0,0,
6406,53.3342,-29.9711,58.85,110.4,480,36.1,218,Desert,0,0,
6407,54.5446,-25.9639,58.57,107.32,279,37.4,58,Desert,0,0,
6408,50.6941,-30.3385,56.86,112.47,346,38.2,20,Desert,0,0,
6409,49.3111,-27.1467,54.54,111.42,502,38.9,113,Desert,0,0,
6410,52.8127,-11.1529,53.63,98.35,55,41.9,20,Desert,0,0,
6411,52.2178,-15.4483,53.81,101.67,289,40.5,153,Desert,0,0,
6412,53.9393,-18.4363,56.05,102.97,342,38.8,95,Desert,0,0,
6413,56.4475,-17.1584,58.12,101.07,234,38.0,63,Desert,0,0,
6414,57.1081,-12.422,57.97,97.92,241,38.0,30,Desert,0,0,
6415,55.1879,-9.4402,55.73,96.51,167,39.9,20,Desert,0,0,
6416,46.6573,-27.5492,52.52,113.58,653,39.4,65,Desert,0,0,
6417,45.2014,-24.6502,50.18,112.5,614,41.2,39,Desert,0,0,
6418,42.6984,-30.9762,50.94,119.15,404,41.8,39,Desert,0,0,
6419,45.3722,-30.826,52.9,116.83,545,39.7,30,Desert,0,0,
6420,41.3154,-28.1107,48.51,118.19,455,43.2,23,Desert,0,0,
6421,42.538,-25.0561,48.13,114.78,482,43.3,19,Desert,0,0,
6422,41.0223,-22.3901,45.77,113.65,363,45.5,19,Desert,0,0,
6423,42.0646,-19.27,45.51,110.09,396,45.5,21,Desert,0,0,
6424,40.3967,-16.7747,43.18,108.73,267,47.7,19,Desert,0,0,
6425,37.8103,-17.4311,41.08,111.11,80,50.2,18,Desert,0,0,
6426,38.3598,-22.7917,43.71,116.08,348,46.9,26,Desert,0,0,
6427,36.8017,-20.3241,41.33,114.9,227,49.2,21,Desert,0,0,
6428,28.8348,-21.193,35.24,123.29,131,53.8,35,ExtremeDesert,0,0,The Dune Sea
6429,29.9608,-18.6172,34.81,118.98,178,53.8,31,ExtremeDesert,0,0,The Dune Sea
6430,34.1438,-20.6995,39.27,117.53,144,51.0,18,Desert,0,0,The Dune Sea
6431,32.5863,-18.3393,36.89,116.21,173,52.5,22,Desert,0,0,The Dune Sea
6432,33.0117,-23.3755,39.67,121.41,38,51.3,19,Desert,0,0,The Dune Sea
6433,30.3365,-23.5729,37.72,124.35,110,52.3,29,ExtremeDesert,0,0,The Dune Sea
6434,25.8463,-16.4594,30.34,120.32,360,55.8,43,ExtremeDesert,0,0,The Dune Sea
6435,24.362,-14.1056,27.93,118.29,315,57.1,24,ExtremeDesert,0,0,The Dune Sea
6436,28.4378,-16.2693,32.42,117.35,304,54.7,20,ExtremeDesert,0,0,The Dune Sea
6437,29.4641,-13.7315,32.24,112.79,334,54.7,21,ExtremeDesert,0,0,The Dune Sea
6438,27.9041,-11.4816,30.0,110.6,407,55.8,23,ExtremeDesert,0,0,The Dune Sea
6439,25.3936,-11.6606,27.78,113.06,434,56.5,19,ExtremeDesert,0,0,The Dune Sea
6440,29.1416,-26.1018,38.34,128.28,174,51.5,45,Desert,0,0,The Dune Sea
6441,26.4626,-26.1608,36.53,131.53,12,53.6,41,AB_FeraliskInfestedJungle,0,82,The Dune Sea
6442,29.2879,-31.0929,41.68,132.64,12,50.1,28,AB_FeraliskInfestedJungle,0,88,
6443,30.5807,-28.5715,40.88,128.98,177,49.8,55,Desert,0,0,
6444,26.6127,-31.0171,39.98,135.8,12,51.3,52,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6445,25.2234,-28.5565,37.38,135.42,12,53.0,69,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6446,22.5563,-28.4928,35.74,138.95,12,54.1,170,ExtremeDesert,0,0,The Dune Sea
6447,21.1522,-26.1005,33.12,138.67,12,55.9,391,ExtremeDesert,0,0,The Dune Sea
6448,21.2847,-30.7802,36.82,142.72,12,53.4,301,AB_FeraliskInfestedJungle,0,379,The Dune Sea
6449,18.639,-30.6172,35.37,146.48,12,54.4,1005,AB_FeraliskInfestedJungle,0,372,The Dune Sea
6450,17.2775,-28.2268,32.72,146.67,12,56.1,1668,AB_FeraliskInfestedJungle,0,228,The Dune Sea
6451,18.5277,-25.9836,31.53,142.59,226,55.7,1668,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6452,17.15,-23.5833,28.87,142.36,495,55.7,1668,ExtremeDesert,0,0,The Dune Sea
6453,18.3575,-21.3006,27.84,137.59,461,56.3,1668,ExtremeDesert,0,0,The Dune Sea
6454,13.1672,-21.1005,24.71,146.98,815,55.6,1668,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6455,14.5397,-23.4672,27.39,146.92,320,57.3,1668,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6456,14.3906,-18.8101,23.52,141.49,757,56.4,1668,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6457,16.9694,-18.8948,25.19,136.7,425,57.6,1502,ExtremeDesert,0,0,The Dune Sea
6458,18.1345,-16.5751,24.38,131.06,621,56.8,439,ExtremeDesert,0,0,The Dune Sea
6459,20.6909,-16.61,26.3,127.12,442,57.0,254,ExtremeDesert,0,0,The Dune Sea
6460,21.8103,-14.1987,25.83,121.51,490,57.0,47,ExtremeDesert,0,0,The Dune Sea
6461,20.3636,-11.8362,23.43,118.93,710,56.7,76,ExtremeDesert,0,0,The Dune Sea
6462,16.7351,-14.1783,21.8,129.17,807,56.8,136,ExtremeDesert,0,0,The Dune Sea
6463,17.8517,-11.8353,21.31,122.49,857,56.8,44,ExtremeDesert,0,0,The Dune Sea
6464,13.7292,-4.7067,14.5,108.57,420,61.9,20,Scarlands,0,0,The Scorch
6465,16.2394,-4.7222,16.89,105.78,594,60.0,20,Scarlands,0,0,The Scorch
6466,16.4518,-9.4487,18.91,119.07,733,58.4,27,ExtremeDesert,0,0,The Anvil
6467,17.5746,-7.0985,18.91,111.31,722,58.5,20,ExtremeDesert,0,0,The Anvil
6468,13.952,-9.4157,16.78,123.36,463,60.7,37,Scarlands,0,0,The Scorch
6469,12.5772,-7.051,14.39,118.82,238,62.9,27,Scarlands,0,0,The Scorch
6470,16.1639,0.0,16.16,90.0,25,63.4,18,Scarlands,0,5204,The Scorch
6471,17.4362,2.3654,17.59,82.51,315,61.2,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6472,17.4362,-2.3654,17.59,97.49,411,60.7,19,Scarlands,0,0,The Scorch
6473,19.882,-2.3749,20.02,96.54,368,60.0,18,COMIGO_GreaterSwamp_Tropical,0,0,The Dune Sea
6474,21.0566,0.0,21.06,90.0,12,61.5,18,COMIGO_GreaterSwamp_Tropical,0,5207,The Dune Sea
6475,19.882,2.3749,20.02,83.46,330,60.2,18,Scarlands,0,0,The Scorch
6476,6.1595,0.0,6.16,90.0,844,62.9,22,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6477,4.9453,-2.3406,5.47,115.27,827,63.3,52,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6478,1.2254,0.0,1.23,90.0,1460,61.5,26,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6479,2.4718,-2.3403,3.4,133.41,1005,63.1,50,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6480,2.4718,2.3403,3.4,46.59,1304,61.5,19,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6481,4.9453,2.3406,5.47,64.73,1093,61.8,19,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6482,10.0778,-7.0357,12.27,124.57,514,62.3,89,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6483,8.7313,-4.6871,9.9,118.02,290,64.4,46,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6484,6.2448,-4.682,7.8,126.72,459,64.4,52,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6485,5.0518,-7.0181,8.64,144.11,561,63.5,133,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6486,6.3743,-9.3567,11.31,145.51,94,65.0,134,AB_FeraliskInfestedJungle,0,5163,The Anvil
6487,8.9127,-9.37,12.9,136.07,623,61.4,231,AB_FeraliskInfestedJungle,0,0,The Anvil
6488,6.2448,4.682,7.8,53.28,878,62.0,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6489,8.7313,4.6871,9.9,61.98,728,62.0,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6490,6.3743,9.3567,11.31,34.49,736,61.4,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6491,5.0518,7.0181,8.64,35.89,818,62.0,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6492,8.9127,9.37,12.9,43.93,839,60.2,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6493,10.0778,7.0357,12.27,55.43,797,60.7,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6494,12.5772,7.051,14.39,61.18,621,60.8,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6495,13.7292,4.7067,14.5,71.43,500,61.5,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6496,16.2394,4.7222,16.89,74.22,505,60.5,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6497,17.5746,7.0985,18.91,68.69,483,59.8,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6498,13.952,9.4157,16.78,56.64,542,60.3,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6499,16.4518,9.4487,18.91,60.93,388,60.3,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
6500,43.7027,12.5921,45.13,77.15,12,47.8,19,Desert,0,0,
6501,44.2815,9.0719,45.01,80.82,12,47.9,19,ZBiome_DesertOasis,0,0,
6502,40.0818,8.1693,40.77,80.42,12,50.8,18,ZBiome_DesertOasis,0,0,
6503,42.4108,6.9052,42.86,82.5,12,49.4,18,ZBiome_DesertOasis,0,5221,
6504,39.4555,11.3398,40.8,76.56,12,50.7,18,ExtremeDesert,0,0,
6505,41.2094,13.5763,43.01,74.99,12,49.3,18,ExtremeDesert,0,0,
6506,40.3967,16.7747,43.18,71.27,12,49.1,18,ExtremeDesert,0,0,
6507,42.0646,19.27,45.51,69.91,12,47.6,19,ZBiome_DesertOasis,0,0,
6508,37.8103,17.4311,41.08,68.89,12,50.5,18,ExtremeDesert,0,0,
6509,36.8017,20.3241,41.33,65.1,12,50.4,18,ExtremeDesert,0,0,
6510,38.3598,22.7917,43.71,63.92,12,48.8,18,ExtremeDesert,0,0,
6511,41.0223,22.3901,45.77,66.35,12,47.4,19,ExtremeDesert,0,0,
6512,48.5618,10.0968,49.34,81.2,12,45.0,19,ZBiome_DesertOasis,0,0,
6513,50.909,8.5292,51.42,83.13,12,43.7,19,ZBiome_DesertOasis,0,5232,
6514,46.6444,7.6932,47.13,82.8,12,46.5,19,ZBiome_DesertOasis,0,5228,
6515,46.957,3.8679,47.08,86.4,12,46.5,19,ZBiome_DesertOasis,0,0,
6516,49.1541,2.0462,49.19,88.23,12,45.1,19,Desert,0,0,
6517,51.2009,4.2882,51.33,86.56,12,43.7,19,ZBiome_DesertOasis,0,0,
6518,52.2178,15.4483,53.81,78.33,12,42.1,20,ZBiome_DesertOasis,0,0,
6519,53.9392,18.4363,56.05,77.03,12,40.6,36,ZBiome_DesertOasis,0,234,
6520,52.8127,11.1529,53.63,81.65,12,42.2,20,ZBiome_DesertOasis,0,0,
6521,55.1879,9.4402,55.73,83.49,12,40.8,20,ZBiome_DesertOasis,0,5242,
6522,57.1081,12.422,57.97,82.08,12,39.3,21,ZBiome_DesertOasis,0,0,
6523,56.4475,17.1584,58.12,78.93,12,39.2,21,ZBiome_DesertOasis,0,0,
6524,50.4527,23.4736,54.27,71.79,135,41.1,39,Desert,0,0,
6525,49.3111,27.1466,54.54,68.58,254,40.2,36,Desert,0,0,
6526,53.0294,22.6531,56.29,73.83,161,39.6,53,Desert,0,0,
6527,54.5446,25.9639,58.57,72.68,307,37.3,131,Desert,0,0,
6528,53.3342,29.9711,58.85,69.6,433,36.4,32,Desert,0,0,
6529,50.6941,30.3385,56.86,67.53,294,38.5,51,Desert,0,0,
6530,42.538,25.0561,48.13,65.22,12,45.8,19,ExtremeDesert,0,0,
6531,45.2014,24.6502,50.18,67.5,135,43.8,30,ExtremeDesert,0,0,
6532,46.6573,27.5492,52.52,66.42,113,42.4,24,ExtremeDesert,0,0,
6533,45.3722,30.826,52.9,63.17,22,42.6,26,ExtremeDesert,0,0,
6534,42.6984,30.9762,50.94,60.85,12,44.0,19,ExtremeDesert,0,0,
6535,41.3154,28.1107,48.51,61.81,12,45.6,20,ExtremeDesert,0,0,
6536,20.6909,16.61,26.3,52.88,12,59.4,18,ExtremeDesert,0,0,The Dune Sea
6537,21.8103,14.1987,25.83,58.49,12,59.6,18,ExtremeDesert,0,0,The Dune Sea
6538,17.8517,11.8353,21.31,57.51,152,60.6,18,Scarlands,0,0,The Scorch
6539,20.3636,11.8362,23.43,61.07,41,60.4,18,ExtremeDesert,0,0,The Dune Sea
6540,16.7351,14.1783,21.8,50.83,106,60.7,18,Scarlands,0,0,The Scorch
6541,18.1345,16.5751,24.38,48.94,12,60.2,18,Scarlands,0,0,The Scorch
6542,25.8463,16.4594,30.34,59.68,43,57.5,18,Desert,0,0,The Dune Sea
6543,28.4378,16.2693,32.42,62.65,12,56.3,18,ExtremeDesert,0,0,The Dune Sea
6544,24.362,14.1056,27.93,61.71,12,58.8,18,Desert,0,0,The Dune Sea
6545,25.3936,11.6606,27.78,66.94,12,58.8,18,Desert,0,0,The Dune Sea
6546,27.9041,11.4816,30.0,69.4,12,57.9,18,ExtremeDesert,0,0,The Dune Sea
6547,29.4641,13.7315,32.24,67.21,12,56.4,18,ExtremeDesert,0,0,The Dune Sea
6548,28.8348,21.193,35.24,56.71,12,54.4,18,Desert,0,0,The Dune Sea
6549,30.3365,23.5729,37.72,55.65,12,52.8,18,ExtremeDesert,0,0,The Dune Sea
6550,29.9608,18.6172,34.81,61.02,12,54.7,18,ExtremeDesert,0,0,The Dune Sea
6551,32.5863,18.3393,36.89,63.79,12,53.3,18,ExtremeDesert,0,0,The Dune Sea
6552,34.1438,20.6995,39.27,62.47,12,51.8,18,ExtremeDesert,0,0,The Dune Sea
6553,33.0117,23.3755,39.67,58.59,12,51.5,18,ExtremeDesert,0,0,The Dune Sea
6554,26.4626,26.1608,36.53,48.47,12,53.6,18,Desert,0,0,The Dune Sea
6555,25.2234,28.5565,37.38,44.58,12,53.0,18,Desert,0,0,The Dune Sea
6556,29.1416,26.1018,38.34,51.72,12,52.4,18,Desert,0,0,The Dune Sea
6557,30.5807,28.5715,40.88,51.02,12,50.7,18,ExtremeDesert,0,0,
6558,29.2879,31.0929,41.68,47.36,12,50.1,21,Desert,0,0,
6559,26.6127,31.0171,39.98,44.2,117,50.7,27,Desert,0,0,The Dune Sea
6560,16.9694,18.8948,25.19,43.3,55,59.6,18,ExtremeDesert,0,0,The Dune Sea
6561,18.3575,21.3006,27.84,42.41,40,58.6,18,ExtremeDesert,0,0,The Dune Sea
6562,13.1672,21.1005,24.71,33.02,110,59.5,18,ExtremeDesert,0,0,The Dune Sea
6563,14.3906,18.8101,23.52,38.51,99,60.0,18,ExtremeDesert,0,0,The Dune Sea
6564,14.5397,23.4672,27.39,33.08,12,59.0,18,ExtremeDesert,0,0,The Dune Sea
6565,17.15,23.5833,28.87,37.64,12,58.4,18,ExtremeDesert,0,0,The Dune Sea
6566,18.5277,25.9836,31.53,37.41,12,56.9,18,ExtremeDesert,0,0,The Dune Sea
6567,21.1522,26.1005,33.12,41.33,12,55.9,18,Desert,0,0,The Dune Sea
6568,22.5563,28.4928,35.74,41.05,12,54.1,18,Desert,0,0,The Dune Sea
6569,21.2847,30.7802,36.82,37.28,12,53.4,18,Desert,0,0,The Dune Sea
