tile,lat,long,biome,elevation,temperature,rainfall,hilliness,swampiness,pollution,tempMin,tempMax,seasonalShift,riverDist,feature,featureId,waterCovered,roadCount,riverCount,mutatorCount
1792,59.9296,-33.1866,Desert,533,31.5,0,Flat,0,0,7.0894,55.9056,24.4109,0,Combs,49,0,0,0,2
1793,55.9626,-29.5181,ExtremeDesert,421,35.1,0,Flat,0,0,11.6691,58.5261,23.4313,0,Combs,49,0,0,0,1
1794,55.5875,-21.684,Desert,289,37.2,0,Flat,0,0,13.8673,60.528,23.3331,0,Glare,38,0,0,0,0
1795,58.9598,-15.7263,Desert,217,36.5,0,Flat,0,0,12.3189,60.6762,24.1815,0,Combs,49,0,2,0,2
1796,78.2973,0,ZBiome_Badlands,34,21.1,0,SmallHills,0,0,-6.3453,48.5397,27.4457,0,Cracklands,33,0,0,0,0
1797,79.8665,22.3856,PoisonForest,1,19.7,0,Flat,0.3882,0,-7.8836,47.278,27.584,0,Slough,48,0,0,0,0
1798,79.8665,-22.3856,ZBiome_Badlands,1,19.6,0,SmallHills,0,0,-7.9836,47.178,27.584,0,Cracklands,33,0,0,0,0
1799,83.9437,-38.7814,ZBiome_Badlands,1,16.4,0,SmallHills,0,0,-11.4508,44.2451,27.8512,0,Slough,48,0,0,0,0
1800,87.5048,0,PoisonForest,1,14.8,0,Flat,0.3294,0,-13.1743,42.7686,27.9747,0,Slough,48,0,0,0,0
1801,83.9437,38.7814,PoisonForest,1,16.6,0,Flat,0.349,0,-11.2508,44.4451,27.8512,0,Slough,48,0,0,0,0
1802,71.8966,26.0427,ZBiome_Badlands,105,25,0,SmallHills,0,0,-1.6796,51.6741,26.6799,0,Cracklands,33,0,0,0,0
1803,67.9517,33.0277,Desert,145,27,0,SmallHills,0,0,0.9506,53.0441,26.0498,0,Dry Marches,51,0,0,0,0
1804,75.9916,33.752,Desert,120,21.2,0,SmallHills,0,0,-6.0066,48.401,27.2069,0,Sunward Scrub,53,0,0,0,0
1805,75.2145,51.126,Desert,242,18.9,0,Flat,0,0,-8.2166,46.0111,27.117,0,Sunward Scrub,53,0,0,0,0
1806,70.7184,53.323,Desert,193,20.8,0,Flat,0,0,-5.7038,47.2984,26.5042,0,Sunward Scrub,53,0,0,0,0
1807,67.4375,44.4739,Desert,69,25.3,0,SmallHills,0,0,-0.6586,51.2533,25.959,0,Sunward Scrub,53,0,0,0,0
1808,57.5556,-7.5231,Desert,201,37.4,0,SmallHills,0,0,13.5627,61.2324,23.8377,0,Glare,38,0,0,0,0
1809,60.0297,0,ZBiome_Badlands,221,35.9,0,SmallHills,0,0,11.4661,60.3289,24.4343,0,Cracklands,33,0,0,0,0
1810,51.2972,0,Desert,1,41.8,0,Flat,0,0,19.6563,63.9391,22.144,0,Glare,38,0,0,0,2
1811,53.2146,-6.7407,Desert,14,41.1,0,Flat,0,0,18.4101,63.7853,22.6902,0,Glare,38,0,0,0,0
1812,53.2146,6.7407,ExtremeDesert,1,40.6,0,Flat,0,0,17.9101,63.2853,22.6902,0,Glare,38,0,0,0,1
1813,57.5556,7.5231,ExtremeDesert,71,37.9,0,SmallHills,0,0,14.0627,61.7324,23.8377,0,Glare,38,0,0,0,0
1814,58.9597,15.7263,Desert,3,37.2,0,Flat,0,0,13.0189,61.3762,24.1815,0,Cracklands,33,0,3,0,2
1815,63.2945,18.023,ZBiome_Badlands,153,32.9,0,SmallHills,0,0,7.7449,58.0499,25.1554,0,Cracklands,33,0,0,0,0
1816,63.9044,28.0104,Desert,141,31.2,0,LargeHills,0,0,5.9187,56.4761,25.2816,0,Dry Marches,51,0,0,0,0
1817,59.9296,33.1866,ZBiome_Badlands,256,32.6,0,LargeHills,0,0.1749,8.1894,57.0056,24.4109,0,Cracklands,33,0,0,0,4
1818,55.5875,21.684,ExtremeDesert,73,38.5,0,LargeHills,0,0,15.1673,61.828,23.3331,0,Glare,38,0,0,0,0
1819,55.9626,29.5181,Desert,396,35.4,0,LargeHills,0,0,11.9691,58.8261,23.4313,0,Dry Marches,51,0,0,0,0
1820,42.1947,-52.4741,Desert,5,35,0,Flat,0,0,15.7562,54.2398,19.2441,0,Combs,49,0,1,0,0
1821,46.5522,-50.3603,ExtremeDesert,19,35.2,0,Flat,0,0,14.5069,55.8888,20.6934,0,Combs,49,0,0,0,1
1822,48.3204,-61.3437,ExtremeDesert,19,29.2,0,Flat,0,0,7.9503,50.4453,21.25,0,Combs,49,0,0,0,3
1823,49.7803,-54.7693,Desert,28,32.3,0,Flat,0,0,10.605,53.9905,21.6953,0,Combs,49,0,0,0,0
1824,43.8926,-62.8324,ExtremeDesert,6,29,0,Flat,0,0,9.1787,48.8172,19.8216,0,Combs,49,0,0,0,1
1825,40.9796,-58.425,Desert,1,31.9,0,Flat,0,0,13.0792,50.717,18.8211,0,Combs,49,0,0,0,2
1826,36.6046,-59.9483,ZBiome_Grasslands,1,31.2,0,Flat,0.0392,0,13.9659,48.4306,17.2344,0,Pyrelands,34,0,0,0,0
1827,33.5117,-55.995,AB_MiasmicMangrove,1,34.4,0,Flat,0.8118,0,18.344,50.4527,16.0562,0,Salt Gate,78,0,0,0,0
1828,35.1188,-65.4,AridShrubland,1,27.5,0,Flat,0,1,10.8263,44.1703,16.674,0,Combs,49,0,2,0,1
1829,30.807,-66.5483,Ocean,-350,30,0,Flat,0.149,0,15.0096,44.9873,14.9906,0,Twilight Sea,35,1,0,0,1
1830,27.9987,-62.6317,Ocean,-350,33.2,0,Flat,0,0,19.3482,47.049,13.852,0,Twilight Sea,35,1,0,0,0
1831,29.2275,-57.5101,Wasteland,1,34.5,0,Flat,0,0,20.1461,48.8509,14.3541,0,Dew Horn,66,0,0,0,0
1832,43.715,-40.1791,Desert,84,40.4,0,LargeHills,0,0,20.6384,60.1576,19.7619,0,Glare,38,0,0,0,0
1833,44.0059,-33.9827,Desert,418,40.5,0,SmallHills,0,0,20.6408,60.3552,19.8595,0,Glare,38,0,0,0,0
1834,47.3908,-43.8276,Desert,19,37.7,0,Flat,0,0,16.7406,58.6551,20.9597,0,Combs,49,0,0,0,2
1835,51.6295,-40.8437,ExtremeDesert,75,36.5,0,LargeHills,0,0,14.26,58.7355,22.2404,0,Combs,49,0,0,0,0
1836,51.983,-33.7161,Desert,426,36.5,0,SmallHills,0,0,14.1582,58.8372,22.3421,0,Glare,38,0,0,0,0
1837,48.0384,-30.6168,Desert,549,38.6,0,SmallHills,0,0,17.4378,59.7578,21.1625,0,Glare,38,0,0,0,2
1838,35.9755,-33.8911,ExtremeDesert,118,47,0,SmallHills,0,0,30.0018,63.9947,16.9984,0,Glare,38,0,0,0,0
1839,31.9679,-31.1381,ExtremeDesert,121,49.9,0,SmallHills,0,0,34.4484,65.3484,15.4518,0,Glare,38,0,0,0,0
1840,40.0194,-31.0757,ExtremeDesert,361,44.3,0,SmallHills,0,0,25.819,62.7772,18.4812,0,Glare,38,0,0,0,1
1841,39.8661,-25.384,ExtremeDesert,317,46.5,0,SmallHills,0,0.86,28.0737,64.9225,18.4266,0,Glare,38,0,0,0,0
1842,35.6877,-23.1154,ExtremeDesert,248,50.3,0,SmallHills,0,0,33.4105,67.1861,16.8898,0,Glare,38,0,0,0,1
1843,31.8235,-25.9985,ExtremeDesert,56,52.7,0,Flat,0,0.8682,37.3054,68.0914,15.3948,0,Glare,38,0,0,0,1
1844,26.0153,-53.8983,ZBiome_Badlands,622,35.1,575,Mountainous,0.051,0,22.0705,48.1268,13.0296,0,Dew Horn,66,0,0,0,1
1845,26.8195,-48.8265,ZBiome_Badlands,5,41.5,0,LargeHills,0.4784,0,28.1354,54.8619,13.3648,0,Dew Horn,66,0,0,0,0
1846,18.5907,-52.0074,ZBiome_Badlands,1,40.6,0,Flat,0.4314,0,30.7653,50.4327,9.8348,0,Dew Horn,66,0,0,0,0
1847,21.8634,-55.372,ZBiome_Badlands,384,35.8,95,Mountainous,0,0,24.5363,47.0614,11.2639,0,Dew Horn,66,0,0,0,1
1848,19.2062,-47.2452,COMIGO_GreaterSwamp_Tropical,1,43.3,0,Flat,0.851,0,33.1943,53.4036,10.1058,0,Fever Wood,79,0,0,0,5
1849,23.2796,-45.5622,COMIGO_GreaterSwamp_Tropical,4,44.1,0,Flat,0.851,0,32.2277,55.9699,11.8725,0,Fever Wood,79,0,0,0,4
1850,23.6995,-40.6395,AB_MiasmicMangrove,6,47,0,Flat,0.949,0,34.9484,59.0491,12.0517,2,Fever Wood,79,0,2,2,5
1851,27.7894,-38.6219,ZBiome_Grasslands,25,47.9,0,Flat,0.051,0,34.1343,61.6629,13.7659,0,Pyrelands,34,0,2,0,0
1852,27.9495,-33.5616,Wasteland,30,50.5,0,Flat,0,0,36.6684,64.3288,13.8318,0,Glare,38,0,2,0,0
1853,23.9441,-30.9123,AB_FeraliskInfestedJungle,27,53.2,0,Flat,0.6,0,41.0443,65.3532,12.1559,0,Dune Sea,27,0,0,0,0
1854,19.9039,-37.727,AB_MiasmicMangrove,2,49.1,0,SmallHills,0.949,0,38.6883,59.5095,10.4118,0,Fever Wood,79,0,0,2,6
1855,19.9846,-33.0269,BiomeCypreJungle,11,52,0,Flat,0.5882,1,41.553,62.4448,10.4471,0,Dune Sea,27,0,0,2,2
1856,25.284,-98.842,Desert,1,4.4,0,Flat,0,1,-8.3226,17.12,12.7228,0,Twilight Sea,35,0,0,0,1
1857,29.7438,-99.2604,Desert,1,4.4,0,Flat,0,0,-10.1631,18.9601,14.5633,0,Twilight Sea,35,0,0,0,1
1858,29.1373,-108.4011,AridShrubland,37,-4.9,0,LargeHills,0,0,-19.2173,9.4143,14.3175,0,Twilight Crags,69,0,0,0,0
1859,31.666,-104.1991,AB_TarPits,1,-1.3,0,Flat,0,0,-16.6323,14.0291,15.3325,0,Nightspill,31,0,0,0,1
1860,24.7807,-107.577,AridShrubland,297,-3.9,18,Mountainous,0,0,-16.4104,8.6078,12.5106,0,Twilight Crags,69,0,0,0,1
1861,22.8371,-102.9467,SeaIce,-350,-0.3,0,Flat,0,0,-11.9828,11.3804,11.683,0,Twilight Sea,35,1,0,0,0
1862,29.9548,-90,AridShrubland,1,14,0,Flat,0,0,-0.6482,28.6452,14.6484,0,Twilight Sea,35,0,0,0,0
1863,32.1169,-85.2441,Desert,1,17.2,0,Flat,0,0,1.6896,32.7072,15.5106,0,Twilight Sea,35,0,0,0,1
1864,32.1169,-94.7559,Desert,1,9.2,0,Flat,0,0,-6.3104,24.7072,15.5106,0,Twilight Sea,35,0,0,0,1
1865,36.4765,-95.014,Desert,1,9.2,0,Flat,0,0,-7.9862,26.3827,17.1865,0,Twilight Sea,35,0,0,0,1
1866,38.6897,-90,AB_TarPits,1,13.2,0,Flat,0,0,-4.8025,31.1988,18.0027,0,Glass Reach,50,0,0,0,1
1867,36.4765,-84.986,ExtremeDesert,1,17.2,0,Flat,0,0,0.0138,34.3827,17.1865,0,Twilight Sea,35,0,0,0,1
1868,25.284,-81.158,Ocean,-350,20.4,0,Flat,0,0,7.6773,33.12,12.7228,0,Twilight Sea,35,1,0,0,0
1869,22.8371,-77.0534,Ocean,-350,23.5,0,Flat,0,0,11.8172,35.1804,11.683,0,Twilight Sea,35,1,0,0,0
1870,29.7438,-80.7396,Ocean,-350,20.4,0,Flat,0,0,5.8369,34.9601,14.5633,0,Twilight Sea,35,1,0,0,0
1871,31.666,-75.8009,Ocean,-350,23.6,0,Flat,0,0,8.2678,38.9291,15.3325,0,Twilight Sea,35,1,0,0,0
1872,29.1373,-71.5989,Ocean,-350,26.8,0,Flat,0,0,12.4827,41.1143,14.3175,0,Twilight Sea,35,1,0,0,0
1873,24.7807,-72.423,Ocean,-350,26.7,0,Flat,0,0,14.1896,39.2078,12.5106,0,Twilight Sea,35,1,0,0,0
1874,16.1913,-81.8419,Ocean,-350,20.3,0,Flat,0,0,11.5309,29.0673,8.7692,0,Twilight Sea,35,1,0,0,0
1875,11.5876,-82.1238,Ocean,-350,20.2,0,Flat,0,0,13.5103,26.8883,6.6898,6,Twilight Sea,35,1,0,0,0
1876,18.3288,-77.5617,Ocean,-350,23.4,0,Flat,0,0,13.681,33.1171,9.7192,0,Twilight Sea,35,1,0,0,0
1877,15.8774,-73.7823,Ocean,-350,26.5,0,Flat,0,0,17.8713,35.1269,8.6288,0,Twilight Sea,35,1,0,0,0
1878,11.3635,-74.3427,Ocean,-350,26.3,0,Flat,0,0,19.7126,32.8861,6.5875,0,Twilight Sea,35,1,0,0,0
1879,9.2004,-78.4079,Ocean,-350,23.2,0,Flat,0,0,17.6031,28.7958,5.597,0,Twilight Sea,35,1,0,0,0
1880,18.3288,-102.4383,SeaIce,-350,-0.2,0,Flat,0,0,-9.919,9.5171,9.7192,0,Twilight Sea,35,1,0,0,0
1881,16.1913,-98.1581,Ocean,-350,4.6,0,Flat,0,0,-4.1691,13.3673,8.7692,0,Twilight Sea,35,1,0,0,0
1882,11.3635,-105.6573,Ocean,-350,-1.7,0,Flat,0,0,-8.2874,4.8861,6.5875,0,Twilight Sea,35,1,0,0,0
1883,15.8774,-106.2177,AB_RockyCrags,96,-1.7,0,SmallHills,0,0,-10.3287,6.9269,8.6288,0,Twilight Sea,35,0,0,0,0
1884,9.2004,-101.5921,AridShrubland,1,0.3,0,Flat,0,0,-5.2969,5.8958,5.597,0,Twilight Sea,35,0,0,0,0
1885,11.5876,-97.8762,Ocean,-350,4.7,0,Flat,0,0,-1.9897,11.3883,6.6898,0,Twilight Sea,35,1,0,0,0
1886,9.3273,-93.8794,Ocean,-350,9.4,0,Flat,0,0,3.7448,15.0541,5.6553,16,Twilight Sea,35,1,0,0,0
1887,11.6689,-90,Ocean,-350,14,0,Flat,0,0,7.2733,20.7254,6.7268,0,Twilight Sea,35,1,0,0,0
1888,9.3273,-86.1206,Ocean,-350,17.1,0,Flat,0,0,11.4448,22.7541,5.6553,0,Twilight Sea,35,1,0,0,0
1889,4.6689,-86.2372,Desert,1,17,0,Flat,0,0,13.1861,20.8131,3.814,14,Twilight Sea,35,0,0,0,1
1890,4.6689,-93.7628,AridShrubland,1,9.5,0,Flat,0,0,5.6861,13.3131,3.814,0,Twilight Sea,35,0,0,0,0
1891,2.3408,-90,Desert,1,14,0,Flat,0,0,10.5916,17.4077,3.4084,0,Twilight Sea,35,0,0,0,1
1892,42.1947,127.5259,AB_RockyCrags,1400,-27.4,0,LargeHills,0,0,-46.6438,-8.1602,19.2441,0,Gray Crags,52,0,0,0,2
1893,46.5522,129.6397,AB_RockyCrags,1516,-27.5,0,LargeHills,0,0,-48.1931,-6.8112,20.6934,0,Gray Crags,52,0,0,0,2
1894,48.3204,118.6563,AB_MycoticJungle,1034,-15.4,0,LargeHills,0.4902,0,-36.6497,5.8453,21.25,0,Gray Crags,52,0,0,0,0
1895,49.7803,125.2307,AB_RockyCrags,1548,-22.6,4,Mountainous,0,0,-44.295,-0.9095,21.6953,0,Gray Crags,52,0,0,0,2
1896,43.8926,117.1676,AB_RockyCrags,964,-15.7,0,LargeHills,0,0,-35.5213,4.1172,19.8216,0,Gray Crags,52,0,0,0,2
1897,40.9796,121.575,AB_RockyCrags,1061,-21,4,Mountainous,0,0,-39.8208,-2.183,18.8211,0,Gray Crags,52,0,0,0,3
1898,36.6046,120.0517,AB_MycoticJungle,856,-20.2,0,LargeHills,0.4784,0,-37.4341,-2.9694,17.2344,0,Gray Crags,52,0,0,0,0
1899,33.5117,124.005,AB_RockyCrags,772,-25.4,0,LargeHills,0,0.8739,-41.456,-9.3473,16.0562,0,Sunreach,29,0,0,0,1
1900,35.1188,114.6,AB_RockyCrags,651,-14.1,0,LargeHills,0,0,-30.7737,2.5703,16.674,0,Gray Crags,52,0,0,0,1
1901,30.807,113.4517,AB_RockyCrags,547,-12.7,0,SmallHills,0,0.8092,-27.6904,2.2873,14.9906,0,Gray Crags,52,0,0,0,0
1902,27.9987,117.3683,AB_RockyCrags,549,-18.9,0,SmallHills,0,0,-32.7519,-5.051,13.852,0,Gray Crags,52,0,0,0,0
1903,29.2275,122.4899,AB_RockyCrags,565,-24.6,0,SmallHills,0,0,-38.9539,-10.2491,14.3541,0,Sunreach,29,0,0,0,0
1904,43.715,139.8209,AB_MycoticJungle,1342,-35.4,0,Flat,0.3294,0,-55.1617,-15.6424,19.7619,0,Capwood,36,0,0,0,0
1905,44.0059,146.0173,AB_MycoticJungle,1296,-38.2,0,Flat,0.349,0,-58.0592,-18.3448,19.8595,0,Capwood,36,0,0,0,0
1906,47.3908,136.1724,HorrorWastes,1464,-31,0,LargeHills,0,0,-51.9594,-10.0449,20.9597,0,Gray Crags,52,0,0,0,2
1907,51.6295,139.1564,HorrorWastes,1884,-31.3,4,Mountainous,0,0,-53.5401,-9.0645,22.2404,0,Gray Crags,52,0,0,0,4
1908,51.983,146.2839,HorrorWastes,1474,-32.2,0,LargeHills,0,0,-54.5418,-9.8628,22.3421,0,Gray Crags,52,0,0,0,2
1909,48.0384,149.3832,HorrorWastes,1250,-35.8,0,SmallHills,0,0,-56.9622,-14.6422,21.1625,0,Deadstone,25,0,0,0,0
1910,35.9755,146.1089,HorrorWastes,1511,-45.2,0,SmallHills,0,0,-62.1982,-28.2053,16.9984,0,Deadstone,25,0,0,0,0
1911,31.9679,148.8619,HorrorWastes,1282,-48.7,0,LargeHills,0,0,-64.1516,-33.2516,15.4518,0,Deadstone,25,0,0,0,1
1912,40.0194,148.9243,AB_MycoticJungle,1448,-43.4,0,Flat,0.3608,0,-61.881,-24.9228,18.4812,0,Capwood,36,0,0,0,0
1913,39.8661,154.616,HorrorWastes,1452,-46.7,0,SmallHills,0,0,-65.1263,-28.2775,18.4266,0,Deadstone,25,0,0,0,0
1914,35.6877,156.8847,AB_RockyCrags,1736,-50.4,0,SmallHills,0.298,0,-67.2896,-33.5139,16.8898,0,Ammonia Flats,26,0,0,0,0
1915,31.8235,154.0015,AB_PropaneLakes,1180,-51.1,4,Mountainous,0.2392,0,-66.4946,-35.7086,15.3948,0,Ammonia Flats,26,0,0,0,1
1916,26.0153,126.1017,AB_RockyCrags,627,-29.3,0,LargeHills,0,0,-42.3295,-16.2732,13.0296,0,Sunreach,29,0,0,0,1
1917,26.8195,131.1736,HorrorWastes,823,-35.2,0,LargeHills,0,0,-48.5646,-21.8381,13.3648,0,Deadstone,25,0,0,0,1
1918,18.5907,127.9926,PoisonForest,404,-32.7,0,SmallHills,0.3686,0,-42.5347,-22.8673,9.8348,0,Quiet Ground,91,0,0,0,0
1919,21.8634,124.628,PoisonForest,511,-28.1,0,LargeHills,0.3608,0,-39.3637,-16.8386,11.2639,0,Sunreach,29,0,0,0,0
1920,19.2062,132.7548,PoisonForest,596,-38.3,0,Flat,0.3608,0,-48.4057,-28.1964,10.1058,0,Quiet Ground,91,0,0,0,0
1921,23.2796,134.4378,HorrorWastes,719,-39.2,0,LargeHills,0,0,-51.0723,-27.3301,11.8725,0,Deadstone,25,0,0,0,1
1922,23.6995,139.3605,HorrorWastes,921,-44.4,0,SmallHills,0,0,-56.4516,-32.3509,12.0517,0,Deadstone,25,0,0,0,0
1923,27.7894,141.3781,HorrorWastes,1161,-45.9,0,LargeHills,0,0,-59.6657,-32.1371,13.7659,0,Deadstone,25,0,0,0,1
1924,27.9495,146.4384,HorrorWastes,1086,-49,0,LargeHills,0,0,-62.8316,-35.1712,13.8318,0,Deadstone,25,0,0,0,1
1925,23.9441,149.0877,AB_PropaneLakes,748,-51.7,0,LargeHills,0.2,0,-63.8557,-39.5468,12.1559,0,Ammonia Flats,26,0,0,0,0
1926,19.9039,142.273,HorrorWastes,909,-48.6,0,LargeHills,0,0,-59.0117,-38.1905,10.4118,0,Deadstone,25,0,0,0,1
1927,19.9846,146.9731,AB_RockyCrags,1163,-51.5,0,SmallHills,0.2,0,-61.947,-41.0552,10.4471,0,Ammonia Flats,26,0,0,0,0
1928,-7.8314,-163.65,AB_PropaneLakes,796,-69.8,0,SmallHills,0,0.9634,-74.7658,-64.8332,-4.9669,0,Umbra,37,0,0,0,0
1929,-7.7138,-168.3037,AB_RockyCrags,1565,-72.9,0,Mountainous,0,0,-77.8116,-67.9874,-4.9126,0,Umbra,37,0,0,0,0
1930,-15.3409,-168.2093,BMT_CrystalCaverns,934,-69.2,0,SmallHills,0,0,-70.8773,-67.5224,-1.6777,0,Umbra,37,0,0,0,0
1931,-11.4396,-170.6104,BMT_CrystalCaverns,911,-72.6,0,LargeHills,0,0,-73.9242,-71.2756,-1.3245,0,Umbra,37,0,0,0,1
1932,-15.581,-163.4979,AB_RockyCrags,1095,-66.2,0,SmallHills,0,0,-74.6942,-57.7041,-8.496,0,Umbra,37,0,0,0,1
1933,-11.7964,-161.2589,BMT_CrystalCaverns,882,-67.3,0,SmallHills,0,0,-68.6567,-65.943,-1.357,0,Umbra,37,0,0,0,0
1934,-11.9146,-156.6276,AB_PropaneLakes,690,-63.2,0,SmallHills,0,0,-70.0373,-56.3613,-6.8388,0,Umbra,37,0,0,0,0
1935,-7.9879,-154.4473,AB_RockyCrags,822,-61.5,0,SmallHills,0,0,-66.538,-56.461,-5.0391,0,Umbra,37,0,0,0,0
1936,-15.9109,-154.1576,AB_PropaneLakes,518,-60.1,0,SmallHills,0,0,-68.7419,-51.4563,-8.6438,0,Deadstone,25,0,0,0,0
1937,-16.0026,-149.5627,AB_PropaneLakes,553,-55.8,0,SmallHills,0,0,-64.4829,-47.1153,-8.6848,0,Deadstone,25,0,0,0,0
1938,-12.0485,-147.5301,HorrorWastes,542,-54.9,0,SmallHills,0,0,-61.7982,-48.0004,-6.8997,0,Deadstone,25,0,0,0,0
1939,-8.0304,-149.9276,AB_RockyCrags,1259,-58,0,Mountainous,0,0,-63.0575,-52.9414,-5.0586,0,Deadstone,25,0,0,0,0
1940,7.8314,-163.65,AB_RockyCrags,1298,-71.7,0,SmallHills,0,0,-76.6668,-66.7342,4.9669,0,Umbra,37,0,0,0,1
1941,11.7964,-161.2589,AB_PropaneLakes,814,-69.4,0,SmallHills,0,0,-76.1848,-62.6166,6.7849,74,Umbra,37,0,0,0,0
1942,15.3409,-168.2093,AB_PropaneLakes,864,-72.2,4,Mountainous,0,0,-80.5882,-63.8135,8.3883,0,Ammonia Flats,26,0,0,0,2
1943,15.581,-163.4979,AB_PropaneLakes,845,-69.5,0,SmallHills,0,0,-77.9959,-61.0059,8.496,0,Umbra,37,0,0,0,0
1944,11.4396,-170.6104,AB_RockyCrags,1245,-71.9,0,Mountainous,0,0,-78.5222,-65.2792,6.6223,0,Ammonia Flats,26,0,0,0,1
1945,7.7138,-168.3037,AB_RockyCrags,621,-72,0,SmallHills,0,0,-76.9126,-67.0884,4.9126,0,Umbra,37,0,0,0,1
1946,3.8276,-170.6506,AB_RockyCrags,529,-74.6,0,SmallHills,0,0,-78.2675,-70.9333,3.6675,0,Umbra,37,0,0,0,0
1947,0,-168.3297,AB_RockyCrags,641,-73.8,0,SmallHills,0,0,-76.7994,-70.8,-3,0,Umbra,37,0,0,0,1
1948,-3.8276,-170.6506,AB_PropaneLakes,505,-75.4,0,LargeHills,0,0,-79.0667,-71.7325,-3.6675,0,Umbra,37,0,0,0,1
1949,-3.7499,-175.3206,AB_RockyCrags,924,-79.2,0,SmallHills,0,0,-82.8532,-75.546,-3.654,0,Umbra,37,0,0,0,1
1950,3.7499,-175.3206,AB_RockyCrags,409,-77.4,0,SmallHills,0,0,-81.054,-73.7468,3.654,0,Ammonia Flats,26,0,0,0,0
1951,0,-177.6589,AB_PropaneLakes,295,-81,0,LargeHills,0,0,-84,-78.0007,3,0,Umbra,37,0,0,0,1
1952,7.9879,-154.4473,BMT_CrystalCaverns,1043,-65.6,0,SmallHills,0,0,-66.6078,-64.5924,1.0078,0,Umbra,37,0,0,0,0
1953,8.0304,-149.9276,BMT_CrystalCaverns,967,-60.7,0,LargeHills,0,0,-61.7117,-59.6885,1.0117,0,Deadstone,25,0,0,0,1
1954,11.9146,-156.6276,BMT_CrystalCaverns,898,-66,0,SmallHills,0,0,-67.3677,-64.6326,1.3678,0,Umbra,37,0,0,0,0
1955,15.9109,-154.1576,BMT_CrystalCaverns,1026,-63.7,0,LargeHills,0,0,-65.4287,-61.9716,1.7288,68,Deadstone,25,0,0,0,1
1956,16.0026,-149.5627,BMT_CrystalCaverns,1101,-58.9,0,SmallHills,0,0,-60.6369,-57.1634,1.737,0,Deadstone,25,0,0,0,0
1957,12.0485,-147.5301,BMT_CrystalCaverns,1014,-56.9,0,LargeHills,0,0,-58.2799,-55.5204,1.3799,0,Deadstone,25,0,0,0,1
1958,-4.0261,-147.7899,AB_RockyCrags,986,-57.2,0,SmallHills,0,0,-60.9013,-53.4979,-3.7021,0,Deadstone,25,0,0,0,0
1959,0,-150.0414,AB_RockyCrags,977,-60,0,SmallHills,0,0,-63,-57.0007,3,0,Deadstone,25,0,0,0,0
1960,4.0261,-147.7899,AB_RockyCrags,1065,-57.6,0,SmallHills,0,0,-61.3021,-53.8987,3.7021,0,Deadstone,25,0,0,0,1
1961,4.0292,-143.4137,HorrorWastes,404,-49.9,0,LargeHills,0,0,-53.6026,-46.1982,3.7027,0,Deadstone,25,0,0,0,1
1962,0,-141.3052,HorrorWastes,454,-48.7,0,SmallHills,0,0,-51.7,-45.7007,3,0,Deadstone,25,0,0,0,0
1963,-4.0292,-143.4137,HorrorWastes,689,-52.8,0,SmallHills,0,0,-56.5018,-49.0974,-3.7027,0,Deadstone,25,0,0,0,0
1964,-29.9548,-90,Desert,890,8.5,0,SmallHills,0,0,-6.1452,23.1482,-14.6484,0,Grinding Floor,88,0,0,0,0
1965,-32.1169,-94.7559,Desert,900,3.7,0,SmallHills,0,0,-11.8072,19.2104,-15.5106,0,Grinding Floor,88,0,0,0,0
1966,-38.6897,-90,AB_MycoticJungle,760,9.4,0,Flat,0.4392,0,-8.5988,27.4025,-18.0027,0,Stepwood,80,0,0,0,0
1967,-36.4765,-95.014,AB_MycoticJungle,750,4.9,0,Flat,0.4784,0,-12.2827,22.0862,-17.1865,0,Stepwood,80,0,0,0,0
1968,-36.4765,-84.986,AB_MycoticJungle,728,12.1,0,SmallHills,0.4196,0,-5.0827,29.2862,-17.1865,0,Stepwood,80,0,0,0,0
1969,-32.1169,-85.2441,AB_MycoticJungle,794,12,0,SmallHills,0.4196,0,-3.5072,27.5104,-15.5106,0,Stepwood,80,0,0,0,0
1970,-29.7438,-80.7396,AB_MycoticJungle,682,16.3,0,SmallHills,0.4392,0,1.7399,30.8631,-14.5633,0,Sweatwood,56,0,0,0,0
1971,-25.284,-81.158,Desert,542,17.4,0,Flat,0,0,4.68,30.1227,-12.7228,0,Long Sand,41,0,2,0,2
1972,-31.666,-75.8009,AB_MycoticJungle,597,20.1,0,Flat,0.4784,0,4.7709,35.4323,-15.3325,0,Sweatwood,56,0,0,0,0
1973,-29.1373,-71.5989,Wasteland,711,23.1,0,SmallHills,0,0.175,8.7857,37.4173,-14.3175,0,Long Sand,41,0,0,0,1
1974,-24.7807,-72.423,AridShrubland,638,22.9,0,LargeHills,0,0,10.3922,35.4104,-12.5106,0,Long Sand,41,0,0,0,0
1975,-22.8371,-77.0534,Desert,654,19.5,0,Flat,0,0,7.8196,31.1828,-11.683,0,Dew Belt,30,0,2,0,0
1976,-11.6689,-90,Desert,493,11.4,0,SmallHills,0,0,4.6746,18.1267,-6.7268,0,Dew Belt,30,0,0,0,0
1977,-9.3273,-86.1206,Desert,389,16.1,0,SmallHills,0,0,10.446,21.7552,-5.6553,0,Dew Belt,30,0,0,0,0
1978,-2.3408,-90,Desert,1,14,0,Flat,0,0,10.5923,17.4084,-3.4084,0,Twilight Sea,35,0,0,0,1
1979,-4.6689,-86.2372,AridShrubland,229,17.1,0,LargeHills,0,0,13.2869,20.9139,-3.814,0,Dew Belt,30,0,0,0,0
