tile,lat,lon,arc,bearing,elev_m,temp_c,rain_mm,biome,water,river_flow,region,hilliness,swampiness,temp_min_c,temp_max_c,seasonal_shift_c,pollution,river_dist,road_count,river_count,mutator_count,feature_id
7293,57.9768,-88.3220,89.1,122.01,16,14.8,0,Desert,0,0,Level,1,0,-9.1419,38.737,23.9422,0,0,0,0,0,87
7294,57.3417,-90.0000,90.0,122.66,13,13.9,0,Wasteland,0,0,Pan,1,0,-9.8838,37.6789,23.7841,0,0,0,0,2,21
7295,57.9768,-91.6780,90.9,122.01,14,13.0,0,Wasteland,0,0,Pan,1,0,-10.9419,36.937,23.9422,0,0,0,0,0,21
7296,59.0290,-91.0685,90.5,120.97,19,13.7,0,Wasteland,0,0,Pan,1,0,-10.4977,37.8928,24.1981,0,0,0,0,0,21
7297,57.3417,90.0000,90.0,57.34,328,12.4,0,AB_MycoticJungle,0,0,Sporefields,1,0.3608,-11.3838,36.1789,23.7841,0,0,0,0,0,22
7298,57.9768,91.6780,90.9,57.99,333,11.3,0,AB_MycoticJungle,0,0,Sporefields,1,0.3686,-12.6419,35.237,23.9422,0,0,0,0,0,22
7299,57.9768,88.3220,89.1,57.99,315,13.2,0,AB_MycoticJungle,0,0,Sporefields,1,0.349,-10.7419,37.137,23.9422,0,0,0,0,0,22
7300,59.0289,91.0685,90.5,59.03,318,11.8,0,AB_MycoticJungle,0,0,Sporefields,1,0.3686,-12.3977,35.9928,24.1981,0,0,0,0,0,22
7301,59.0290,88.9315,89.5,59.03,297,13.0,0,AB_MycoticJungle,0,0,Sporefields,1,0.349,-11.1977,37.1928,24.1981,0,0,0,0,0,22
7302,-59.0290,-88.9315,89.5,239.03,592,11.0,0,Wasteland,0,0,Pale Flats,2,0,-13.1928,35.1977,-24.1981,0,0,0,0,0,23
7303,-57.3417,-90.0000,90.0,237.34,485,11.1,0,Desert,0,0,Pale Flats,3,0,-12.6789,34.8838,-23.7841,0,19,0,0,0,23
7304,-57.9768,-91.6780,90.9,237.99,601,9.4,0,Desert,0,0,Pale Flats,3,0,-14.537,33.3419,-23.9422,0,0,0,0,0,23
7305,-57.9768,-88.3220,89.1,237.99,476,11.9,0,Desert,0,0,Pale Flats,3,0,-12.037,35.8419,-23.9422,0,18,0,0,0,23
7306,-59.0289,-91.0685,90.5,239.03,644,9.6,0,Wasteland,0,0,Pale Flats,2,0,-14.5928,33.7977,-24.1981,0,0,0,0,1,23
7307,-59.0290,88.9315,89.5,300.97,656,14.0,0,AB_RockyCrags,0,0,Wither,5,0,-10.1928,38.1977,-24.1981,0,0,0,0,1,24
7308,-57.9768,88.3220,89.1,302.01,920,14.5,0,AB_RockyCrags,0,0,Wither,5,0,-9.437,38.4419,-23.9422,0,0,0,0,1,24
7309,-57.3417,90.0000,90.0,302.66,551,13.9,0,AB_RockyCrags,0,0,Wither,5,0,-9.8789,37.6838,-23.7841,0,0,0,0,2,24
7310,-57.9768,91.6780,90.9,302.01,545,12.7,0,AB_RockyCrags,0,0,Wither,5,0,-11.237,36.6419,-23.9422,0,0,0,0,1,24
7311,-59.0290,91.0685,90.5,300.97,905,12.9,0,AB_RockyCrags,0,0,Wither,4,0,-11.2928,37.0977,-24.1981,0,0,0,0,1,24
7312,-32.6505,180.0000,147.3,270.00,306,-55.7,0,AB_PropaneLakes,0,0,Deadstone,2,0,-71.4169,-39.9799,-15.7204,0,0,0,0,0,25
7313,-30.9571,-179.3589,149.0,268.93,269,-57.4,0,AB_PropaneLakes,0,0,Deadstone,2,0,-72.4473,-42.3497,-15.0506,0,0,0,0,0,25
7314,-30.9571,179.3589,149.0,271.07,293,-57.6,0,IceSheet,0,0,Deadstone,2,0,-72.6473,-42.5497,-15.0506,0,0,0,0,0,25
7315,-32.0000,-178.9510,148.0,268.32,256,-56.1,0,AB_PropaneLakes,0,0,Deadstone,2,0,-71.5611,-40.6357,-15.4645,0,0,0,0,0,25
7316,-32.0000,178.9510,148.0,271.68,332,-56.6,0,IceSheet,0,0,Deadstone,2,0,-72.0611,-41.1357,-15.4645,0,0,0,0,0,25
7317,30.9571,179.3589,149.0,88.93,1359,-64.4,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0.3804,-79.4504,-49.3528,15.0506,0,0,0,0,0,26
7318,30.9571,-179.3589,149.0,91.07,1457,-65.0,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0.3686,-80.0504,-49.9528,15.0506,0,0,0,0,0,26
7319,32.0000,-178.9510,148.0,91.68,1454,-63.6,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0.3686,-79.0643,-48.1389,15.4645,0,0,0,0,0,26
7320,32.0000,178.9510,148.0,88.32,1340,-62.9,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0.3804,-78.3643,-47.4389,15.4645,0,0,0,0,0,26
7321,32.6505,-180.0000,147.3,90.00,1362,-62.2,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0.3686,-77.9201,-46.4831,15.7204,0,0,0,0,0,26
7322,-32.0000,1.0490,32.0,271.68,13,56.6,0,ExtremeDesert,0,0,Dune Sea,1,0,41.1389,72.0643,-15.4645,0,0,0,0,3,27
7323,-30.9571,-0.6411,31.0,268.93,13,57.4,0,ExtremeDesert,0,0,Dune Sea,1,0,42.3528,72.4503,-15.0506,0,0,0,0,1,27
7324,-32.0000,-1.0490,32.0,268.32,11,56.5,0,ExtremeDesert,0,0,Dune Sea,1,0,41.0389,71.9643,-15.4645,0,0,0,0,1,27
7325,-30.9571,0.6411,31.0,271.07,14,57.4,0,ExtremeDesert,0,0,Dune Sea,1,0,42.3528,72.4503,-15.0506,0,0,0,0,3,27
7326,-32.6505,0.0000,32.7,270.00,10,56.1,0,ExtremeDesert,0,0,Dune Sea,1,0,40.3831,71.8201,-15.7204,0,0,0,0,1,27
7327,30.9571,0.6411,31.0,88.93,169,55.5,0,Desert,0,0,Dune Sea,2,0,40.4497,70.5473,15.0506,0,0,0,0,0,27
7328,32.0000,1.0490,32.0,88.32,163,54.9,0,Desert,0,0,Dune Sea,2,0,39.4357,70.3611,15.4645,0,0,0,0,0,27
7329,32.6505,0.0000,32.7,90.00,44,55.2,0,Desert,0,0,Dune Sea,2,0,39.4799,70.9169,15.7204,0,0,0,0,0,27
7330,30.9571,-0.6411,31.0,91.07,34,56.3,0,ZBiome_Badlands,0,0,Dune Sea,3,0,41.2497,71.3472,15.0506,0,0,0,0,0,27
7331,32.0000,-1.0490,32.0,91.68,1,55.8,0,Desert,0,0,Dune Sea,1,0,40.3357,71.2611,15.4645,0,0,0,0,1,27
7332,-0.5497,59.0392,59.0,359.36,423,35.7,0,ExtremeDesert,0,0,Ashfall Range,2,0,32.6047,38.7959,-3.0959,0,0,0,0,0,28
7333,0.8895,57.9935,58.0,1.05,293,37.2,0,ExtremeDesert,0,0,Ashfall Range,1,0,34.0448,40.3546,3.1552,0,0,0,0,3,28
7334,0.0000,57.3472,57.3,0.00,288,37.8,0,ExtremeDesert,0,0,Fall Line Barrens,1,0,34.8,40.7993,3,0,0,0,0,1,63
7335,0.5497,59.0392,59.0,0.64,353,36.1,0,ExtremeDesert,0,0,Ashfall Range,2,0,33.0041,39.1953,3.0959,0,0,0,0,0,28
7336,-0.8895,57.9935,58.0,358.95,338,37.0,0,ExtremeDesert,0,0,Ashfall Range,2,0,33.8455,40.1552,-3.1552,0,0,0,0,0,28
7337,-0.8895,122.0065,122.0,358.95,428,-26.6,0,Wasteland,0,0,Sunreach,1,0,-29.7546,-23.4448,-3.1552,0,0,0,0,0,29
7338,0.5497,120.9608,121.0,0.64,389,-25.3,0,Wasteland,0,0,Sunreach,1,0,-28.3959,-22.2047,3.0959,0,0,0,0,2,29
7339,0.8895,122.0065,122.0,1.05,383,-26.4,0,Wasteland,0,0,Sunreach,1,0,-29.5552,-23.2455,3.1552,0,0,0,0,0,29
7340,-0.5497,120.9608,121.0,359.36,403,-25.4,0,Wasteland,0,0,Sunreach,1,0,-28.4953,-22.3041,-3.0959,0,0,0,0,0,29
7341,0.0000,122.6528,122.7,0.00,383,-27.1,0,Wasteland,0,0,Sunreach,1,0,-30.0993,-24.1,-3,0,0,0,0,2,29
7342,-0.8895,-57.9935,58.0,181.05,538,36.3,0,ZBiome_DesertOasis,0,0,Dew Belt,2,0.1804,33.1455,39.4552,-3.1552,0,0,0,0,1,30
7343,0.0000,-57.3472,57.3,180.00,480,36.9,0,AB_FeraliskInfestedJungle,0,0,Dew Belt,2,0.4,33.9007,39.9,-3,0,0,0,0,0,30
7344,0.8895,-57.9935,58.0,178.95,477,36.5,0,ZBiome_DesertOasis,0,170.0,Dew Belt,1,0.1804,33.3448,39.6545,3.1552,0,3,0,2,0,30
7345,-0.5497,-59.0392,59.0,180.64,601,35.3,0,AridShrubland,0,0,Dew Belt,2,0,32.2047,38.3959,-3.0959,0,0,0,0,0,30
7346,0.5497,-59.0392,59.0,179.36,538,35.7,0,AridShrubland,0,145.0,Dew Belt,2,0,32.6041,38.7953,3.0959,0,4,0,2,0,30
7347,-0.5497,-120.9608,121.0,180.64,249,-16.0,0,AB_MycoticJungle,0,0,Nightspill,3,0.5686,-19.0953,-12.9041,-3.0959,0,0,0,0,0,31
7348,-0.8895,-122.0065,122.0,181.05,364,-20.5,0,AB_MycoticJungle,0,0,Nightspill,3,0.5686,-23.6545,-17.3448,-3.1552,0,0,0,0,0,31
7349,0.5497,-120.9608,121.0,179.36,119,-11.2,0,AB_MycoticJungle,0,0,Nightspill,3,0.5686,-14.2959,-8.1047,3.0959,0,41,0,0,0,31
7350,0.0000,-122.6528,122.7,180.00,349,-21.1,0,AB_MycoticJungle,0,0,Nightspill,3,0.5804,-24.1,-18.1007,3,0,0,0,0,0,31
7351,0.8895,-122.0065,122.0,178.95,236,-17.0,0,AB_MycoticJungle,0,0,Nightspill,3,0.5686,-20.1552,-13.8455,3.1552,0,0,0,0,0,31
7352,35.4513,-136.8547,126.5,133.84,609,-34.1,0,HorrorWastes,0,0,Deadstone,3,0,-50.9001,-17.3034,16.8003,0,0,0,0,1,25
7353,34.0452,-136.1305,126.7,135.73,602,-34.0,0,HorrorWastes,0,0,Deadstone,2,0,-50.2624,-17.741,16.2626,0,0,0,0,0,25
7354,33.8466,-134.3053,125.5,136.86,627,-32.5,0,HorrorWastes,0,0,Deadstone,2,0,-48.6857,-16.3177,16.1859,0,0,0,0,0,25
7355,35.0390,-133.1487,124.1,136.14,642,-30.9,0,PoisonForest,0,0,Nightspill,2,0.3608,-47.5433,-14.2601,16.6436,0,0,0,0,0,31
7356,36.4592,-133.8391,123.9,134.31,581,-30.5,0,HorrorWastes,0,0,Nightspill,2,0,-47.6798,-13.3238,17.18,0,0,0,0,0,31
7357,36.6731,-135.7218,125.0,133.15,513,-31.9,0,HorrorWastes,0,0,Deadstone,2,0,-49.1597,-14.6438,17.26,0,0,0,0,0,25
7358,69.7974,176.1707,110.2,88.59,410,-13.2,0,AB_RockyCrags,0,0,Rimewall,2,0,-39.559,13.1536,26.3594,0,0,0,0,0,47
7359,68.2743,176.4167,111.7,88.57,415,-15.0,0,AB_MycoticJungle,0,0,Frostcaps,1,0.451,-41.1054,11.1001,26.1058,0,0,2,0,0,32
7360,67.5537,-180.0000,112.4,90.00,409,-15.7,0,AB_MycoticJungle,0,0,Frostcaps,1,0.451,-41.6793,10.274,25.9797,0,0,0,0,0,32
7361,68.2744,-176.4167,111.7,91.43,354,-14.4,0,AB_MycoticJungle,0,0,Frostcaps,2,0.451,-40.5054,11.7001,26.1058,0,0,0,0,0,32
7362,70.6052,180.0000,109.4,90.00,353,-11.9,0,AB_MycoticJungle,0,0,Frostcaps,1,0.4392,-38.3864,14.5809,26.4867,0,0,0,0,0,32
7363,69.7974,-176.1707,110.2,91.41,402,-12.9,0,AB_MycoticJungle,0,0,Frostcaps,1,0.4314,-39.259,13.4536,26.3594,0,0,2,0,0,32
7364,67.5537,0.0000,67.6,90.00,1,30.9,0,ZBiome_Badlands,0,0,Cracklands,2,0,4.9207,56.874,25.9797,0,0,0,0,0,33
7365,68.2744,3.5833,68.3,88.57,1,30.2,0,ZBiome_Badlands,0,0,Cracklands,2,0,4.0946,56.3001,26.1058,0,0,0,0,0,33
7366,68.2743,-3.5833,68.3,91.43,1,30.3,0,ZBiome_Badlands,0,0,Cracklands,2,0,4.1946,56.4001,26.1058,0,0,0,0,0,33
7367,69.7974,-3.8293,69.8,91.41,1,28.9,0,ZBiome_Badlands,0,0,Cracklands,2,0,2.541,55.2536,26.3594,0,0,0,0,0,33
7368,69.7974,3.8293,69.8,88.59,14,28.7,0,ZBiome_Badlands,0,0,Cracklands,2,0,2.341,55.0536,26.3594,0,0,0,0,0,33
7369,70.6052,0.0000,70.6,90.00,35,28.0,0,ZBiome_Badlands,0,0,Cracklands,2,0,1.5136,54.4809,26.4867,0,0,0,0,0,33
7370,33.8466,-45.6948,54.5,136.86,20,42.1,0,ZBiome_Grasslands,0,0,Pyrelands,1,0.0588,25.9143,58.2823,16.1859,0,0,0,0,0,34
7371,34.0452,-43.8695,53.3,135.73,23,43.0,0,ZBiome_Grasslands,0,0,Pyrelands,1,0.0588,26.7376,59.259,16.2626,0,0,2,0,0,34
7372,35.0390,-46.8513,55.9,136.14,17,40.9,0,ZBiome_Grasslands,0,0,Pyrelands,1,0.0588,24.2567,57.5399,16.6436,0,0,2,0,0,34
7373,36.4592,-46.1609,56.1,134.31,16,40.7,0,ZBiome_Grasslands,0,0,Pyrelands,1,0.0588,23.5202,57.8763,17.18,0,0,0,0,0,34
7374,35.4513,-43.1453,53.5,133.84,22,42.8,0,ZBiome_Grasslands,0,0,Pyrelands,1,0.0588,25.9999,59.5966,16.8003,0,0,2,0,0,34
7375,36.6731,-44.2782,55.0,133.15,19,41.7,0,ZBiome_Grasslands,0,0,Pyrelands,1,0.0588,24.4403,58.9562,17.26,0,0,0,0,0,34
7376,19.3731,-90.0000,90.0,160.63,55,14.0,0,ZBiome_Badlands,0,0,Twilight Sea,1,0,3.821,24.1769,10.1792,0.8464,0,0,0,1,35
7377,20.1346,-91.4064,91.3,159.86,-350,12.4,0,Ocean,1,0,Twilight Sea,1,0,1.8874,22.9104,10.5127,0,0,0,0,0,35
7378,21.6613,-91.4254,91.3,158.33,-350,12.4,0,Ocean,1,0,Twilight Sea,1,0,1.2236,23.5741,11.1765,0,0,0,0,0,35
7379,22.4270,-90.0000,90.0,157.57,-350,14.0,0,Ocean,1,0,Twilight Sea,1,0,2.4933,25.5043,11.5068,0.8017,0,0,0,0,35
7380,20.1346,-88.5936,88.7,159.86,34,15.1,0,ZBiome_Badlands,0,0,Twilight Sea,1,0,4.5874,25.6104,10.5127,0,0,0,0,1,35
7381,21.6613,-88.5746,88.7,158.33,-350,15.1,0,Ocean,1,0,Twilight Sea,1,0,3.9236,26.2741,11.1765,0,0,0,0,0,35
7382,33.8466,134.3052,125.5,43.14,1233,-37.0,0,AB_MycoticJungle,0,0,Capwood,2,0.3098,-53.1857,-20.8177,16.1859,0,0,0,0,0,36
7383,34.0452,136.1305,126.7,44.27,1264,-38.4,0,AB_MycoticJungle,0,0,Capwood,2,0.298,-54.6624,-22.141,16.2626,0,0,0,0,0,36
7384,35.0390,133.1487,124.1,43.86,1137,-34.8,0,AB_MycoticJungle,0,0,Quiet Ground,3,0.3216,-51.4433,-18.1601,16.6436,0,0,0,0,0,91
7385,36.4592,133.8391,123.9,45.69,1200,-34.8,0,AB_MycoticJungle,0,0,Sunreach,3,0.3098,-51.9798,-17.6238,17.18,0,0,0,0,0,29
7386,35.4513,136.8548,126.5,46.16,1360,-38.5,0,AB_MycoticJungle,0,0,Capwood,2,0.3098,-55.3001,-21.7034,16.8003,0,0,0,0,0,36
7387,36.6731,135.7218,125.0,46.85,1396,-37.1,0,AB_MycoticJungle,0,0,Capwood,3,0.3098,-54.3597,-19.8438,17.26,0,0,0,0,2,36
7388,0.0000,-157.5702,157.6,180.00,632,-65.4,0,AB_PropaneLakes,0,0,Umbra,2,0,-68.4,-62.4007,3,0,0,0,0,0,37
7389,1.3245,-158.3299,158.3,176.42,685,-66.6,0,AB_PropaneLakes,0,0,Umbra,2,0,-69.8311,-63.3696,3.2312,0,0,0,0,0,37
7390,-1.3202,-159.8573,159.8,183.83,816,-66.4,0,AB_RockyCrags,0,0,Umbra,2,0,-69.6297,-63.1696,-3.2304,0,0,0,0,0,37
7391,-1.3245,-158.3299,158.3,183.58,932,-65.5,0,AB_RockyCrags,0,0,Umbra,2,0,-68.7305,-62.2689,-3.2312,0,0,0,0,0,37
7392,0.0000,-160.6245,160.6,180.00,949,-67.6,0,AB_RockyCrags,0,0,Umbra,2,0,-70.5993,-64.6,-3,0,0,0,0,0,37
7393,1.3202,-159.8573,159.8,176.17,671,-67.8,0,AB_PropaneLakes,0,0,Umbra,3,0,-71.0304,-64.5703,3.2304,0,0,0,0,1,37
7394,-20.1346,-88.5936,88.7,200.14,697,11.6,0,AB_MycoticJungle,0,0,Dew Belt,2,0.4314,1.0896,22.1126,-10.5127,0,0,0,0,0,30
7395,-19.3731,-90.0000,90.0,199.37,725,10.3,0,AB_MycoticJungle,0,0,Dew Belt,1,0.4392,0.1231,20.479,-10.1792,0,0,0,0,0,30
7396,-21.6613,-91.4254,91.3,201.67,738,8.9,0,AB_MycoticJungle,0,0,Dew Belt,2,0.4588,-2.2741,20.0764,-11.1765,0,0,0,0,0,30
7397,-20.1346,-91.4064,91.3,200.14,701,9.0,0,AB_MycoticJungle,0,0,Dew Belt,1,0.4588,-1.5104,19.5126,-10.5127,0,0,0,0,0,30
7398,-22.4270,-90.0000,90.0,202.43,713,10.6,0,AB_MycoticJungle,0,0,Dew Belt,2,0.4392,-0.9043,22.1067,-11.5069,0,0,0,0,0,30
7399,-21.6613,-88.5746,88.7,201.67,674,11.9,0,AB_MycoticJungle,0,0,Dew Belt,2,0.4314,0.7259,23.0764,-11.1765,0,0,0,0,0,30
7400,1.3202,-20.1427,20.2,176.17,1151,55.6,0,AB_PyroclasticConflagration,0,0,Dune Sea,4,0,52.3696,58.8297,3.2304,0,0,0,0,6,27
7401,1.3245,-21.6701,21.7,176.42,1013,54.8,60,ZBiome_Badlands,0,0,Dune Sea,4,0,51.5689,58.0304,3.2312,0,0,2,0,1,27
7402,-1.3245,-21.6701,21.7,183.58,981,54.8,60,ZBiome_Badlands,0,0,Dune Sea,4,0,51.5696,58.0311,-3.2312,0,0,2,0,1,27
7403,0.0000,-22.4298,22.4,180.00,350,56.1,60,ZBiome_Badlands,0,0,Dune Sea,4,0,53.1007,59.1,-3,0,0,2,0,1,27
7404,-1.3202,-20.1427,20.2,183.83,1203,55.3,0,AB_PyroclasticConflagration,0,0,Dune Sea,4,0,52.0703,58.5304,-3.2304,0,0,0,0,1,27
7405,0.0000,-19.3755,19.4,180.00,1288,55.8,0,AB_PyroclasticConflagration,0,0,Anvil,3,0,52.8,58.7993,3,0,0,0,0,6,81
7406,34.0452,43.8695,53.3,44.27,484,39.9,0,ExtremeDesert,0,0,Glare,3,0,23.6376,56.159,16.2626,0,0,0,0,0,38
7407,35.4513,43.1453,53.5,46.16,391,40.4,0,ExtremeDesert,0,0,Glare,3,0,23.5999,57.1966,16.8003,0,0,0,0,0,38
7408,33.8466,45.6948,54.5,43.14,663,38.0,0,ExtremeDesert,0,0,Glare,3,0,21.8143,54.1823,16.1859,0,0,0,0,0,38
7409,35.0390,46.8514,55.9,43.86,700,37.1,0,ExtremeDesert,0,0,Glare,3,0,20.4567,53.7399,16.6436,0,0,0,0,0,38
7410,36.4592,46.1609,56.1,45.69,613,37.6,0,ExtremeDesert,0,0,Glare,3,0,20.4202,54.7763,17.18,0,0,0,0,0,38
7411,36.6731,44.2782,55.0,46.85,456,39.3,0,ExtremeDesert,0,0,Glare,3,0,22.0403,56.5562,17.26,0,0,0,0,0,38
7412,-35.4513,136.8547,126.5,313.84,604,-33.7,0,HorrorWastes,0,0,South Crags,2,0,-50.4966,-16.8999,-16.8003,0,0,0,0,0,39
7413,-34.0452,136.1305,126.7,315.73,637,-34.1,0,HorrorWastes,0,0,South Crags,1,0,-50.359,-17.8376,-16.2626,0,0,0,0,0,39
7414,-33.8466,134.3053,125.5,316.86,650,-32.6,0,Wasteland,0,0,South Crags,1,0,-48.7823,-16.4143,-16.1859,0,0,0,0,0,39
7415,-35.0390,133.1487,124.1,316.14,559,-30.2,0,Wasteland,0,0,South Crags,2,0,-46.8399,-13.5567,-16.6436,0,0,0,0,0,39
7416,-36.4592,133.8391,123.9,314.31,450,-29.3,0,Wasteland,0,0,South Crags,3,0,-46.4763,-12.1202,-17.18,0,0,0,0,0,39
7417,-36.6731,135.7218,125.0,313.15,479,-31.1,0,HorrorWastes,0,0,South Crags,3,0,-48.3562,-13.8403,-17.26,0,0,0,0,0,39
7418,-67.5537,180.0000,112.4,270.00,797,-16.3,0,AB_MycoticJungle,0,0,Hanging Wood,2,0.349,-42.274,9.6793,-25.9797,0,0,0,0,0,89
7419,-68.2744,176.4167,111.7,271.43,840,-15.6,0,AB_RockyCrags,0,0,The Verge,2,0,-41.7001,10.5054,-26.1058,0,0,0,0,0,40
7420,-69.7974,-176.1707,110.2,268.59,856,-13.6,0,PoisonForest,0,0,Hanging Wood,3,0.2588,-39.9536,12.759,-26.3594,0,0,0,0,0,89
7421,-68.2743,-176.4167,111.7,268.57,741,-15.0,0,AB_MycoticJungle,0,0,Hanging Wood,2,0.3098,-41.1001,11.1054,-26.1058,0,0,0,0,0,89
7422,-70.6052,-180.0000,109.4,270.00,906,-13.0,0,PoisonForest,0,0,Hanging Wood,2,0.2902,-39.4809,13.4864,-26.4867,0,0,0,0,0,89
7423,-69.7974,176.1707,110.2,271.41,907,-14.0,0,Desert,0,0,The Verge,1,0,-40.3536,12.359,-26.3594,0,0,0,0,2,40
7424,-68.2743,3.5833,68.3,271.43,70,31.4,0,Desert,0,0,Long Sand,2,0,5.2999,57.5054,-26.1058,0,0,0,0,0,41
7425,-69.7974,3.8293,69.8,271.41,20,30.6,0,Desert,0,0,Long Sand,1,0,4.2464,56.959,-26.3594,0,0,0,0,0,41
7426,-67.5537,0.0000,67.6,270.00,68,32.1,0,Desert,0,0,Long Sand,1,0,6.126,58.0793,-25.9797,0,0,0,0,0,41
7427,-68.2744,-3.5833,68.3,268.57,24,32.0,0,Desert,0,0,Long Sand,1,0,5.8999,58.1054,-26.1058,0,0,0,0,2,41
7428,-69.7974,-3.8293,69.8,268.59,26,30.9,0,Desert,0,0,Long Sand,1,0,4.5464,57.259,-26.3594,0,0,0,0,0,41
7429,-70.6052,0.0000,70.6,270.00,24,30.1,0,Desert,0,0,Long Sand,1,0,3.6191,56.5864,-26.4867,0,0,0,0,0,41
7430,-33.8466,45.6948,54.5,316.86,574,39.0,0,Desert,0,0,Kiln,3,0,22.8177,55.1857,-16.1859,0,0,0,0,0,42
7431,-34.0452,43.8695,53.3,315.73,468,40.6,0,Desert,0,0,Kiln,3,0,24.341,56.8624,-16.2626,0,0,0,0,0,42
7432,-35.0390,46.8513,55.9,316.14,557,38.1,0,Desert,0,0,Kiln,3,0,21.4601,54.7433,-16.6436,0,0,0,0,0,42
7433,-36.4592,46.1609,56.1,314.31,376,39.2,10,Desert,0,0,Kiln,4,0,22.0238,56.3798,-17.18,0.8397,0,0,0,1,42
7434,-35.4513,43.1453,53.5,313.84,242,42.0,6,Desert,0,0,Kiln,4,0,25.2034,58.8001,-16.8003,0,0,0,0,1,42
7435,-36.6731,44.2782,55.0,313.15,176,41.4,0,Desert,0,0,Kiln,3,0,24.1438,58.6597,-17.26,0,0,0,0,0,42
7436,-19.3731,90.0000,90.0,340.63,21,13.1,0,AridShrubland,0,0,Damp,1,0,2.9231,23.279,-10.1792,0,20,0,0,0,43
7437,-20.1346,91.4064,91.3,339.86,240,11.2,0,Wasteland,0,0,Damp,1,0,0.6896,21.7126,-10.5127,0,0,0,0,1,43
7438,-21.6613,91.4254,91.3,338.33,309,11.4,0,AridShrubland,0,0,Damp,1,0,0.2259,22.5764,-11.1765,0,0,0,0,1,43
7439,-22.4270,90.0000,90.0,337.57,1,12.8,0,AridShrubland,0,0,Damp,1,0,1.2957,24.3067,-11.5068,0,18,0,0,1,43
7440,-20.1346,88.5936,88.7,339.86,1,13.9,0,AridShrubland,0,0,Damp,1,0,3.3896,24.4126,-10.5127,0,0,0,0,0,43
7441,-21.6613,88.5746,88.7,338.33,1,13.8,0,AridShrubland,0,0,Damp,1,0,2.6259,24.9764,-11.1765,0,0,0,0,0,43
7442,1.3245,158.3299,158.3,3.58,221,-65.8,0,AB_PropaneLakes,0,0,Ammonia Flats,3,0.2588,-69.0311,-62.5696,3.2312,0,0,0,0,0,26
7443,1.3202,159.8573,159.8,3.83,108,-66.6,0,AB_PropaneLakes,0,0,Ammonia Flats,3,0.2588,-69.8304,-63.3703,3.2304,0,0,0,0,0,26
7444,-1.3245,158.3299,158.3,356.42,407,-66.9,0,AB_PropaneLakes,0,0,Umbra,2,0,-70.1305,-63.6689,-3.2312,0,0,0,0,0,37
7445,0.0000,157.5702,157.6,0.00,446,-66.4,0,AB_PropaneLakes,0,0,Umbra,3,0,-69.3994,-63.4,-3,0,0,0,0,1,37
7446,0.0000,160.6245,160.6,0.00,234,-68.2,4,AB_PropaneLakes,0,0,Ammonia Flats,4,0.2706,-71.2,-65.2007,3,0,0,0,0,1,26
7447,-1.3202,159.8573,159.8,356.17,393,-68.4,0,AB_PropaneLakes,0,0,Umbra,3,0,-71.6297,-65.1697,-3.2304,0,0,0,0,1,37
7448,-34.0452,-136.1305,126.7,224.27,1095,-36.1,0,AB_MycoticJungle,0,0,Ashwood,2,0.3804,-52.359,-19.8376,-16.2626,0,0,0,0,0,44
7449,-33.8466,-134.3052,125.5,223.14,1114,-34.7,0,AB_MycoticJungle,0,0,Ashwood,2,0.3882,-50.8823,-18.5143,-16.1859,0,0,0,0,0,44
7450,-35.0390,-133.1487,124.1,223.86,1207,-33.7,0,AB_MycoticJungle,0,0,Nightspill,2,0.3882,-50.3399,-17.0567,-16.6436,0,0,0,0,0,31
7451,-36.4592,-133.8391,123.9,225.69,1211,-33.7,0,AB_MycoticJungle,0,0,Nightspill,3,0.3882,-50.8763,-16.5202,-17.18,0,0,0,0,0,31
7452,-36.6731,-135.7218,125.0,226.85,1040,-34.2,0,AB_MycoticJungle,0,0,Ashwood,3,0.3804,-51.4562,-16.9403,-17.26,0,0,0,0,0,44
7453,-35.4513,-136.8548,126.5,226.16,987,-35.4,0,HorrorWastes,0,0,Deadstone,2,0,-52.1966,-18.5999,-16.8003,0,0,0,0,0,25
7454,-34.0452,-43.8695,53.3,224.27,423,41.5,0,ExtremeDesert,0,0,Kiln,1,0,25.241,57.7624,-16.2626,0,0,0,0,1,42
7455,-35.4513,-43.1453,53.5,226.16,459,41.1,0,ExtremeDesert,0,0,Kiln,1,0,24.3034,57.9001,-16.8003,0,0,0,0,3,42
7456,-35.0390,-46.8513,55.9,223.86,416,40.1,0,Desert,0,0,Kiln,1,0,23.4601,56.7433,-16.6436,0,0,0,0,0,42
7457,-33.8466,-45.6948,54.5,223.14,443,40.9,0,ExtremeDesert,0,0,Kiln,1,0,24.7177,57.0857,-16.1859,0.9618,0,0,0,1,42
7458,-36.6731,-44.2782,55.0,226.85,442,40.3,0,ExtremeDesert,0,0,Kiln,1,0,23.0438,57.5597,-17.26,0,0,0,0,4,42
7459,-36.4592,-46.1609,56.1,225.69,400,40.0,0,ExtremeDesert,0,0,Kiln,1,0,22.8238,57.1798,-17.18,0,0,0,0,1,42
7460,1.3245,21.6701,21.7,3.58,324,57.7,0,Scarlands,0,0,Scorch,2,0,54.4689,60.9304,3.2312,0.3,0,0,0,0,45
